Company,Ticker,Market Cap,Price,Daily Change (%),Country
Planet Fitness,PLNT,7090000000.0,79.18,2.72,USA
Rakuten,4755.T,7080000000.0,4.46,0.34,Japan
Magnit,MGNT.ME,7070000000.0,69.47,0.43,Russia
SKF (Svenska Kullagerfabriken),SKF-B.ST,7070000000.0,15.53,0.25,Sweden
Elm Company,7203.SR,7070000000.0,88.38,1.89,Saudi Arabia
Hankyu Hanshin Holdings,9042.T,7060000000.0,29.31,0.38,Japan
Globant,GLOB,7030000000.0,168.47,5.07,Luxembourg
Cathay Pacific,0293.HK,7030000000.0,1.09,0.7,Hong Kong
UiPath,PATH,7010000000.0,12.69,5.05,USA
Bâloise,BALN.SW,7010000000.0,155.28,0.28,Switzerland
Alfamart,AMRT.JK,7000000000.0,0.17,3.28,Indonesia
Rohm,6963.T,6990000000.0,71.26,0.52,Japan
Far EasTone,4904.TW,6970000000.0,2.14,0.15,Taiwan
Edison,EDNR.MI,6970000000.0,1.46,0.0,Italy
BOK Financial,BOKF,6940000000.0,103.29,1.02,USA
KT Corporation,KT,6940000000.0,13.56,2.59,S. Korea
Dentsply Sirona,XRAY,6930000000.0,32.28,4.62,USA
Concentrix,CNXC,6930000000.0,134.16,2.82,USA
Shanghai Commercial and Savings Bank,5876.TW,6920000000.0,1.43,0.34,Taiwan
ABB India,ABB.NS,6910000000.0,32.63,0.57,India
Ralph Lauren,RL,6900000000.0,104.68,2.98,USA
Daito Trust Construction,1878.T,6900000000.0,101.25,0.29,Japan
Centrica,CNA.L,6900000000.0,1.17,0.12,UK
Monotaro,3064.T,6890000000.0,13.89,0.0,Japan
China Development Financial,2883.TW,6890000000.0,0.41,0.0,Taiwan
Ascendis Pharma,ASND,6890000000.0,120.95,3.67,Denmark
Copenhagen Airport,KLH.F,6890000000.0,853.7,0.0,Denmark
Berger Paints,BERGEPAINT.NS,6880000000.0,7.09,0.4,India
GitLab,GTLB,6870000000.0,45.95,5.73,USA
Hapvida,HAPV3.SA,6870000000.0,0.97,2.68,Brazil
Megacable Holdings,MEGACPO.MX,6870000000.0,2.68,0.27,Mexico
Advanced Drainage Systems,WMS,6860000000.0,82.87,2.75,USA
Mindtree,MINDTREE.NS,6860000000.0,41.61,0.26,India
Graphic Packaging,GPK,6860000000.0,22.34,1.5,USA
GarantiBank,GARAN.IS,6860000000.0,1.63,0.86,Turkey
Arkema,AKE.PA,6840000000.0,91.03,0.63,France
Northland Power,NPI.TO,6820000000.0,27.83,1.62,Canada
Idemitsu Kosan,5019.T,6820000000.0,22.96,1.6,Japan
Empire Company,EMP-A.TO,6780000000.0,26.27,0.7,Canada
Washington H. Soul Pattinson and Company (WHSP),SOL.AX,6780000000.0,18.8,0.62,Australia
DaVita,DVA,6770000000.0,75.21,3.31,USA
Rational AG,RAA.F,6770000000.0,593.32,0.72,Germany
Brixmor Property Group,BRX,6760000000.0,22.57,1.76,USA
Matador Resources,MTDR,6760000000.0,57.25,3.53,USA
Woori Financial Group,WF,6760000000.0,27.87,5.24,S. Korea
ITT,ITT,6750000000.0,81.72,2.65,USA
"YPF
(Yacimientos Petrolíferos Fiscales)",YPF,6750000000.0,9.05,0.44,Argentina
Avis Budget Group,CAR,6740000000.0,162.7,2.83,USA
Genscript Biotech,1548.HK,6740000000.0,3.19,1.58,China
Amorepacific,090430.KS,6730000000.0,108.39,2.48,S. Korea
Autoliv,ALV,6730000000.0,77.56,3.26,Sweden
Bancolombia,CIB,6730000000.0,28.0,4.26,Colombia
Dolby,DLB,6720000000.0,70.45,2.52,USA
Robinhood,HOOD,6720000000.0,8.05,4.55,USA
PGNiG,7GG.F,6720000000.0,1.12,0.0,Poland
Omega Healthcare,OHI,6710000000.0,27.89,0.8,USA
Medical Properties Trust,MPW,6710000000.0,11.23,1.72,USA
Japan Post Insurance,7181.T,6710000000.0,17.36,0.3,Japan
Capcom,9697.T,6700000000.0,31.48,1.52,Japan
Fosun,0656.HK,6700000000.0,0.82,0.16,China
Medpace,MEDP,6700000000.0,215.62,3.43,USA
Assurant,AIZ,6690000000.0,126.63,2.15,USA
IGM Financial,IGM.TO,6680000000.0,28.14,2.93,Canada
Amplifon,AMP.MI,6680000000.0,29.75,0.0,Italy
Murphy Oil,MUR,6680000000.0,42.99,3.09,USA
Treasury Wine Estates,TWE.AX,6670000000.0,9.25,0.22,Australia
Skanska,SKA-B.ST,6670000000.0,16.1,0.15,Sweden
Swiss Prime Site,SPSN.SW,6670000000.0,86.99,0.56,Switzerland
Agilon Health,AGL,6670000000.0,16.2,1.31,USA
Union Bank of India,UNIONBANK.NS,6670000000.0,0.97,3.27,India
Karuna Therapeutics,KRTX,6660000000.0,194.03,1.31,USA
Korean Air Lines,003495.KS,6660000000.0,24.2,3.31,S. Korea
Prosperity Bancshares,PB,6660000000.0,72.94,1.76,USA
Nexstar Media Group,NXST,6650000000.0,176.54,1.85,USA
Hunter Douglas,HDG.AS,6650000000.0,191.23,0.0,Netherlands
OTE Group,OTE.F,6640000000.0,15.31,0.0,Greece
Crocs,CROX,6640000000.0,107.69,2.4,USA
DWS Group,DWS.F,6640000000.0,32.7,2.2,Germany
Hero MotoCorp,HEROMOTOCO.NS,6640000000.0,33.27,1.11,India
Toho Co.,9602.T,6640000000.0,37.99,0.59,Japan
Osaka Gas,9532.T,6640000000.0,15.93,0.71,Japan
Indorama Ventures,I93A.F,6630000000.0,1.17,4.76,Thailand
Saudi International Petrochemical Company (Sipchem),2310.SR,6620000000.0,9.04,0.44,Saudi Arabia
Klépierre,LI.PA,6620000000.0,23.17,1.14,France
Holmen,HOLM-B.ST,6610000000.0,40.34,0.07,Sweden
JFE Holdings,5411.T,6610000000.0,11.49,0.45,Japan
Procore,PCOR,6600000000.0,47.87,4.25,USA
Symbotic,SYM,6600000000.0,11.87,10.52,USA
MasTec,MTZ,6600000000.0,84.4,1.87,USA
First Industrial Realty Trust,FR,6580000000.0,48.69,2.8,USA
Range Resources,RRC,6580000000.0,25.05,1.62,USA
Melrose Industries,MRO.L,6570000000.0,1.62,0.11,UK
Rumo,RAIL3.SA,6550000000.0,3.54,0.76,Brazil
Accor,AC.PA,6540000000.0,24.81,1.98,France
UPL,UPL.NS,6520000000.0,8.7,0.38,India
RTL Group,RRTL.F,6520000000.0,42.17,0.6,Luxembourg
New Oriental,EDU,6510000000.0,36.04,0.91,China
Atlas Arteria,ALX.AX,6510000000.0,4.49,1.23,Australia
Doximity,DOCS,6510000000.0,33.86,3.36,USA
Great Eastern,G07.SI,6510000000.0,13.76,0.0,Singapore
EastGroup Properties,EGP,6500000000.0,149.35,3.6,USA
Skechers,SKX,6490000000.0,41.89,0.65,USA
Bachem,BANB.SW,6490000000.0,88.07,0.43,Switzerland
Iridium Communications,IRDM,6490000000.0,51.68,1.93,USA
Tube Investments of India,TIINDIA.NS,6490000000.0,33.61,0.82,India
Arrow Electronics,ARW,6480000000.0,105.47,3.85,USA
Western Alliance Bancorporation,WAL,6480000000.0,59.55,5.06,USA
Mohawk Industries,MHK,6480000000.0,102.05,5.9,USA
ASUS,2357.TW,6480000000.0,8.72,0.19,Taiwan
Southwestern Energy,SWN,6470000000.0,5.87,1.73,USA
Ritchie Bros. Auctioneers,RBA,6470000000.0,58.03,0.87,Canada
Bid Corp,BID.JO,6470000000.0,19.25,1.05,South Africa
Trend Micro,4704.T,6460000000.0,45.91,0.49,Japan
Mapletree Commercial Trust,N2IU.SI,6450000000.0,1.23,0.0,Singapore
Canadian Tire,CTC.TO,6430000000.0,185.0,7.41,Canada
Ingredion,INGR,6430000000.0,98.18,0.82,USA
Restoration Hardware,RH,6420000000.0,268.35,3.19,USA
Hanwha Solutions,009830.KS,6420000000.0,33.9,2.71,S. Korea
Gentex,GNTX,6420000000.0,27.38,2.16,USA
Spark New Zealand,NZTCF,6420000000.0,3.41,0.59,New Zealand
Mattel,MAT,6380000000.0,18.01,6.32,USA
Turquoise Hill Resources,TRQ,6380000000.0,31.41,0.0,Canada
Lodha Group,LODHA.NS,6380000000.0,13.21,0.17,India
Ocado,OCDO.L,6370000000.0,7.69,0.19,UK
Generac Power Systems,GNRC,6370000000.0,100.64,4.57,USA
Curtiss-Wright,CW,6370000000.0,166.39,1.3,USA
Demant,WDH1.F,6370000000.0,27.6,1.97,Denmark
nVent Electric,NVT,6360000000.0,38.19,1.09,UK
Reynolds Consumer,REYN,6360000000.0,30.31,1.03,USA
Torrent Pharmaceuticals,TORNTPHARM.NS,6350000000.0,18.79,0.45,India
OZ Minerals,OZL.AX,6350000000.0,18.96,0.07,Australia
Whitbread,WTB.L,6340000000.0,31.4,0.61,UK
Murphy USA,MUSA,6340000000.0,280.99,1.57,USA
Agree Realty,ADC,6340000000.0,71.39,1.68,USA
Endeavor Group,EDR,6340000000.0,21.93,5.74,USA
Pandora,3P7.F,6340000000.0,70.47,0.27,Denmark
Samsara,IOT,6330000000.0,12.21,6.73,USA
Magnolia Oil & Gas,MGY,6330000000.0,23.34,1.74,USA
Daiwa Securities Group,8601.T,6330000000.0,4.36,0.17,Japan
WESCO International,WCC,6310000000.0,124.26,3.77,USA
Wacker Chemie,WCH.F,6310000000.0,127.15,0.55,Germany
Yamaha,7951.T,6310000000.0,36.79,0.82,Japan
Merdeka Copper Gold,MDKA.JK,6300000000.0,0.26,1.48,Indonesia
Clearway Energy,CWEN,6300000000.0,31.94,1.14,USA
Confluent,CFLT,6300000000.0,22.0,5.11,USA
TIS,3626.T,6290000000.0,26.02,1.02,Japan
Sanlam,SLM.JO,6290000000.0,2.85,0.23,South Africa
Frontier Communications,FYBR,6280000000.0,25.67,4.43,USA
United Tractors,UTY.F,6280000000.0,1.63,0.65,Indonesia
PI Industries,PIIND.NS,6280000000.0,41.44,0.39,India
West Fraser Timber,WFG,6260000000.0,74.14,3.27,Canada
Stifel,SF,6260000000.0,58.94,3.15,USA
Swedish Orphan Biovitrum,SOBI.ST,6250000000.0,20.9,0.28,Sweden
TVS Motor,TVSMOTOR.NS,6250000000.0,13.17,1.03,India
Makita,6586.T,6250000000.0,23.03,0.49,Japan
Zoomlion,1157.HK,6240000000.0,0.47,0.27,China
Banca Mediolanum,BMED.MI,6240000000.0,8.41,0.4,Italy
Novatek Microelectronics,3034.TW,6230000000.0,10.25,0.63,Taiwan
Kosé,4922.T,6230000000.0,107.83,0.55,Japan
Wyndham Hotels & Resorts,WH,6230000000.0,70.56,1.64,USA
Yanbu National Petrochemical,2290.SR,6220000000.0,11.07,0.24,Saudi Arabia
MDU Resources,MDU,6220000000.0,30.62,0.96,USA
Sainsbury's,SBRY.L,6220000000.0,2.64,0.37,UK
Clean Harbors,CLH,6220000000.0,115.09,1.72,USA
Indus Towers,INDUSTOWER.NS,6220000000.0,2.31,0.66,India
iA Financial,IAG.TO,6210000000.0,59.06,2.23,Canada
Texas Roadhouse,TXRH,6210000000.0,92.88,0.63,USA
Grupo Simec,SIM,6210000000.0,33.8,9.95,Mexico
Reece Group,REH.AX,6210000000.0,9.62,2.69,Australia
Krafton,259960.KS,6210000000.0,132.44,0.88,S. Korea
Shriram Transport Finance,SRTRANSFIN.NS,6200000000.0,16.59,0.0,India
Helvetia Holding,HELN.SW,6200000000.0,117.32,0.09,Switzerland
Nippon Sanso,4091.T,6200000000.0,14.33,0.93,Japan
CAE,CAE,6190000000.0,19.37,3.14,Canada
Indian Railway Catering & Tourism,IRCTC.NS,6190000000.0,7.74,1.18,India
Kintetsu GHD,9041.T,6190000000.0,32.56,0.8,Japan
GMO Payment Gateway,3769.T,6190000000.0,81.66,1.0,Japan
Sensata Technologies,ST,6180000000.0,40.45,3.45,USA
RBC Bearings,RBC,6180000000.0,213.11,3.42,USA
Info Edge,NAUKRI.NS,6180000000.0,47.84,0.97,India
Zomato,ZOMATO.NS,6180000000.0,0.72,1.81,India
TPG Telecom,TPG.AX,6170000000.0,3.32,0.2,Australia
Kobe Bussan,3038.T,6170000000.0,28.34,1.07,Japan
Industrial Bank of Korea (IBK),024110.KS,6170000000.0,7.74,1.8,S. Korea
Hikari Tsushin,9435.T,6160000000.0,139.23,2.2,Japan
BOSCH India,BOSCHLTD.NS,6160000000.0,209.13,1.26,India
Levi Strauss,LEVI,6160000000.0,15.63,1.69,USA
Nippon Prologis REIT,3283.T,6160000000.0,2307.0,1.15,Japan
Santander Polska,BZI.F,6150000000.0,59.12,1.65,Poland
Sampoerna,HSZ.F,6150000000.0,0.05,2.04,Indonesia
Credit Acceptance,CACC,6150000000.0,476.15,2.69,USA
DXC Technology,DXC,6150000000.0,26.74,2.93,USA
NextEra Energy Partners,NEP,6120000000.0,70.82,0.31,USA
Cosan,CSAN,6120000000.0,13.09,1.28,Brazil
CTS Eventim,EVD.F,6110000000.0,63.71,1.27,Germany
Flowers Foods,FLO,6110000000.0,28.95,0.17,USA
Qualtrics,XM,6100000000.0,10.34,6.82,USA
Kinsale Capital Group,KNSL,6100000000.0,264.38,1.12,USA
Allegro.eu,ALE.WA,6100000000.0,5.77,0.29,Poland
Samvardhana Motherson,MOTHERSON.NS,6090000000.0,0.9,0.0,India
Houlihan Lokey,HLI,6080000000.0,88.69,0.97,USA
Rexel,RXL.PA,6070000000.0,19.99,0.13,France
RLI Corp.,RLI,6060000000.0,133.72,1.52,USA
Ternium,TX,6060000000.0,30.91,0.16,Luxembourg
Voya Financial,VOYA,6060000000.0,62.4,3.4,USA
Nissan Chemical,4021.T,6060000000.0,43.22,0.69,Japan
Nedbank,NED.JO,6050000000.0,12.33,0.62,South Africa
AirTAC International,1590.TW,6050000000.0,30.25,0.76,Taiwan
Affiliated Managers Group,AMG,6040000000.0,160.53,2.84,USA
GlobalWafers,6488.TWO,6040000000.0,13.89,0.7,Taiwan
SAIC,SAIC,6030000000.0,110.45,0.0,USA
Bankinter,BKT.MC,6030000000.0,6.71,0.6,Spain
Coupa,COUP,6030000000.0,79.2,0.55,USA
STAG Industrial,STAG,6020000000.0,32.92,2.46,USA
Axfood,AXFO.ST,6020000000.0,27.89,0.1,Sweden
Cemex,CX,6010000000.0,4.15,0.97,Mexico
Embracer Group,EMBRAC-B.ST,6000000000.0,4.69,2.6,Sweden
Petro Rio,PRIO3.SA,5990000000.0,7.08,0.11,Brazil
Harley-Davidson,HOG,5990000000.0,41.0,1.76,USA
BELIMO Holding,BEAN.SW,5990000000.0,487.13,1.46,Switzerland
AGNC Investment,AGNC,5990000000.0,10.48,1.85,USA
U.S. Steel,X,5990000000.0,25.57,2.73,USA
MinebeaMitsumi,6479.T,5980000000.0,14.74,0.1,Japan
Bombardier Recreational Products,DOOO,5980000000.0,76.3,1.56,Canada
Japan Real Estate Investment,8952.T,5970000000.0,4315.0,0.35,Japan
Choice Hotels International,CHH,5970000000.0,112.01,2.27,USA
HealthSouth,EHC,5960000000.0,59.79,1.7,USA
Konami Holdings,9766.T,5960000000.0,44.64,0.17,Japan
GoTo,GOTO.JK,5960000000.0,0.01,6.19,Indonesia
Emperador Brandy,EMI.SI,5960000000.0,0.38,0.0,Philippines
Descartes Systems,DSGX,5950000000.0,70.25,2.52,Canada
Sekisui Chemical,4204.T,5950000000.0,13.8,0.65,Japan
Nemetschek,NEM.F,5950000000.0,51.55,0.9,Germany
Nutanix,NTNX,5950000000.0,25.87,1.05,USA
Soitec,SOI.PA,5950000000.0,165.19,0.48,France
Mapfre,MAP.MC,5940000000.0,1.95,0.16,Spain
Toromont,TIH.TO,5930000000.0,72.22,0.55,Canada
Hulic,3003.T,5920000000.0,7.78,0.0,Japan
Landstar System,LSTR,5910000000.0,164.78,1.09,USA
Hualan Biological Engineering,002007.SZ,5910000000.0,3.24,2.07,China
Atacadão,CRFB3.SA,5910000000.0,2.81,2.05,Brazil
Sonoco,SON,5910000000.0,60.64,1.13,USA
New York Community Bank,NYCB,5900000000.0,8.67,2.0,USA
Chang Hwa Commercial Bank,2801.TW,5900000000.0,0.56,0.0,Taiwan
Charoen Pokphand Indonesia,CPIN.JK,5900000000.0,0.36,3.42,Indonesia
Otsuka,4768.T,5890000000.0,31.07,0.61,Japan
Stockland,SGP.AX,5880000000.0,2.47,0.82,Australia
Ashland,ASH,5880000000.0,108.4,0.94,USA
Amkor Technology,AMKR,5880000000.0,24.01,1.82,USA
ENGIE Brasil,EGIE3.SA,5870000000.0,7.21,0.13,Brazil
Taishin Financial Holdings,2887.TW,5870000000.0,0.49,0.33,Taiwan
Starwood Property Trust,STWD,5870000000.0,18.39,1.16,USA
HK Electric Investments,2638.HK,5860000000.0,0.66,0.78,Hong Kong
National Fuel Gas,NFG,5850000000.0,64.05,0.76,USA
Asset World Corp,AWC.BK,5850000000.0,0.18,0.78,Thailand
Tecan,TECN.SW,5850000000.0,459.78,0.81,Switzerland
Tempur Sealy,TPX,5850000000.0,34.22,0.74,USA
Wynn Macau,1128.HK,5840000000.0,1.12,1.05,Macau
Corporate Office Properties Trust,OFC,5830000000.0,25.97,2.18,USA
Polaris,PII,5820000000.0,100.54,2.37,USA
South State Corp,SSB,5820000000.0,76.96,1.34,USA
Daifuku,6383.T,5820000000.0,46.21,0.64,Japan
Trent Limited,TRENT.NS,5810000000.0,16.36,0.4,India
PDC Energy,PDCE,5810000000.0,63.09,1.84,USA
Page Industries,PAGEIND.NS,5800000000.0,520.73,0.41,India
Convatec Group,CTEC.L,5800000000.0,2.84,0.0,UK
Andritz,AZ2.F,5800000000.0,58.0,0.74,Austria
BOC Aviation,2588.HK,5800000000.0,8.36,1.56,Singapore
KGHM Polska Miedź,KGHA.F,5800000000.0,29.0,0.84,Poland
Sumitomo Chemical,4005.T,5790000000.0,3.54,0.42,Japan
Investec,INVR.L,5790000000.0,6.57,1.36,UK
Valley Bank,VLY,5780000000.0,11.43,1.78,USA
EnLink Midstream,ENLC,5780000000.0,12.22,1.41,USA
Getinge,GETI-B.ST,5770000000.0,21.19,0.18,Sweden
Silgan Holdings,SLGN,5770000000.0,52.46,0.88,USA
Unimicron,3037.TW,5760000000.0,3.9,1.23,Taiwan
Woodward,WWD,5760000000.0,96.42,2.83,USA
37 Interactive Entertainment,002555.SZ,5750000000.0,2.6,2.55,China
EXL Service,EXLS,5750000000.0,173.98,2.89,USA
Clarivate,CLVT,5750000000.0,8.53,6.49,UK
ChampionX,CHX,5740000000.0,28.83,2.82,USA
Elanco,ELAN,5740000000.0,12.12,4.75,USA
Nomura Real Estate Master Fund,3462.T,5740000000.0,1219.0,0.12,Japan
Allegro MicroSystems,ALGM,5730000000.0,29.98,2.64,USA
Oshkosh Corporation,OSK,5720000000.0,87.62,1.67,USA
Commercial Metals Company,CMC,5720000000.0,48.76,0.89,USA
PBF Energy,PBF,5710000000.0,41.0,3.4,USA
Roivant Sciences,ROIV,5710000000.0,7.88,3.28,UK
Mirvac Group,MGR.AX,5710000000.0,1.45,0.47,Australia
TIM S.A.,TIMB,5710000000.0,11.73,0.69,Brazil
H&R Block,HRB,5700000000.0,36.72,0.11,USA
TOTO,5332.T,5700000000.0,33.65,0.11,Japan
Charoen Pokphand Foods,CPF.BK,5700000000.0,0.72,0.81,Thailand
Apellis Pharmaceuticals,APLS,5690000000.0,51.52,3.85,USA
Beijer Ref,BEIJ-B.ST,5680000000.0,14.5,0.47,Sweden
Kakao Pay,377300.KS,5680000000.0,42.73,1.99,S. Korea
Mitsubishi Motors,7211.T,5670000000.0,3.81,1.19,Japan
MSA Safety,MSA,5670000000.0,144.7,2.71,USA
Valvoline,VVV,5660000000.0,32.5,0.25,USA
Dexus,DXS.AX,5660000000.0,5.27,0.77,Australia
Tele2,TEL2-A.ST,5660000000.0,8.47,0.23,Sweden
Boyd Gaming,BYD,5660000000.0,54.25,2.36,USA
Saia,SAIA,5660000000.0,213.92,2.75,USA
MKS Instruments,MKSI,5660000000.0,85.11,4.79,USA
HYBE,352820.KS,5650000000.0,136.77,2.06,S. Korea
Equatorial Energia,EQTL3.SA,5650000000.0,5.14,0.95,Brazil
Roku,ROKU,5640000000.0,40.56,4.54,USA
Chord Energy,CHRD,5640000000.0,135.76,2.92,USA
Crane Co.,CR,5640000000.0,100.56,2.5,USA
Axalta,AXTA,5640000000.0,25.59,1.07,USA
Mapletree Logistics Trust,M44U.SI,5640000000.0,1.17,0.64,Singapore
Procter & Gamble India,PGHH.NS,5630000000.0,173.72,0.2,India
Land Securities Group,LAND.L,5630000000.0,7.6,0.03,UK
Koei Tecmo,3635.T,5630000000.0,17.89,1.77,Japan
Kajima,1812.T,5620000000.0,11.49,0.0,Japan
QuidelOrtho,QDEL,5620000000.0,85.14,2.71,USA
Pinnacle Financial Partners,PNFP,5610000000.0,73.39,1.05,USA
Pilgrim's Pride,PPC,5600000000.0,23.72,0.34,USA
Covivio,COV.PA,5590000000.0,59.71,0.27,France
GameStop,GME,5580000000.0,18.33,2.29,USA
Toll Brothers,TOL,5580000000.0,50.41,2.09,USA
ACC,ACC.NS,5570000000.0,29.68,0.32,India
TMX Group,X.TO,5560000000.0,100.1,0.52,Canada
Lithia Motors,LAD,5560000000.0,203.44,3.79,USA
Spirit Realty Capital,SRC,5550000000.0,39.79,1.9,USA
Far Eastern New Century,1402.TW,5540000000.0,1.04,0.63,Taiwan
Macy's,M,5540000000.0,20.46,2.04,USA
Glacier Bancorp,GBCI,5540000000.0,50.03,2.21,USA
Lancaster Colony Corporation,LANC,5540000000.0,201.09,0.27,USA
Clearwater Analytics,CWAN,5530000000.0,18.76,1.35,USA
Adecco Group,ADEN.SW,5530000000.0,33.15,0.87,Switzerland
Kingfisher,KFI1.F,5520000000.0,2.85,0.0,UK
KnowBe4,KNBE,5520000000.0,24.77,0.0,USA
Option Care Health,OPCH,5520000000.0,30.38,1.17,USA
Yamato Holdings,9064.T,5520000000.0,15.61,1.09,Japan
Medibank,MPL.AX,5520000000.0,2.01,0.0,Australia
Littelfuse,LFUS,5510000000.0,222.86,3.52,USA
Beazley,BEZ.L,5510000000.0,8.21,0.0,UK
Yapı Kredi,YKBNK.IS,5510000000.0,0.64,0.08,Turkey
Idacorp,IDA,5510000000.0,108.98,1.25,USA
Akbank,AKBNK.IS,5500000000.0,1.06,0.41,Turkey
Canadian Apartment Properties REIT,CAR-UN.TO,5500000000.0,31.63,3.06,Canada
Envista,NVST,5500000000.0,33.76,3.43,USA
Pegatron,4938.TW,5500000000.0,2.06,0.47,Taiwan
MOL Group,MOL.BD,5500000000.0,6.89,1.06,Hungary
City Developments,C09.SI,5500000000.0,6.07,0.0,Singapore
FirstService,FSV,5500000000.0,123.78,2.42,Canada
Abbott India,ABBOTINDIA.NS,5490000000.0,258.57,1.53,India
Indian Hotels Company,INDHOTEL.NS,5490000000.0,3.87,2.02,India
United Bankshares,UBSI,5490000000.0,40.79,1.34,USA
SSAB,SSAB-B.ST,5490000000.0,5.3,0.29,Sweden
CCC Intelligent Solutions,CCCS,5480000000.0,8.84,3.27,USA
FTI Consulting,FCN,5480000000.0,159.33,0.38,USA
Lumen,LUMN,5480000000.0,5.3,4.13,USA
Square Enix,9684.T,5480000000.0,45.84,0.65,Japan
Dillard's,DDS,5480000000.0,320.03,2.5,USA
Container Corporation of India,CONCOR.NS,5470000000.0,8.98,1.99,India
UWM Holdings,UWMC,5470000000.0,3.41,2.4,USA
First American,FAF,5470000000.0,52.84,3.34,USA
United Breweries,UBL.NS,5470000000.0,20.69,1.06,India
GPT Group,GPT.AX,5460000000.0,2.85,0.94,Australia
Light & Wonder,LNW,5460000000.0,58.31,1.71,USA
“K” Line,9107.T,5460000000.0,20.84,2.58,Japan
On Holding,ONON,5450000000.0,17.27,5.5,Switzerland
Columbia Sportswear,COLM,5450000000.0,87.83,3.23,USA
Saudi Kayan Petrochemical Company,2350.SR,5450000000.0,3.64,1.19,Saudi Arabia
Synovus,SNV,5440000000.0,37.45,2.27,USA
Selective Insurance,SIGI,5440000000.0,90.34,1.36,USA
Yancoal,YAL.AX,5430000000.0,4.12,1.51,Australia
Newell Brands,NWL,5430000000.0,13.14,1.7,USA
Banco BPM,BAMI.MI,5430000000.0,3.57,0.48,Italy
Alaska Airlines,ALK,5420000000.0,42.81,3.66,USA
Komerční banka,KONN.F,5420000000.0,28.73,0.15,Czech Republic
PSP Swiss Property,PSPN.SW,5420000000.0,118.19,0.27,Switzerland
Raiffeisen Bank International,RAW.F,5400000000.0,16.36,0.92,Austria
Quiñenco,QUINENCO.SN,5400000000.0,3.25,0.17,Chile
Dun & Bradstreet,DNB,5400000000.0,12.4,4.29,USA
Obayashi,1802.T,5400000000.0,7.46,0.89,Japan
Silergy,6415.TW,5400000000.0,14.18,0.92,China
DS Smith,SMDS.L,5400000000.0,3.9,0.06,UK
Fastighets AB Balder,BALD-B.ST,5390000000.0,4.8,0.04,Sweden
IAA-Insurance Auto Auctions,IAA,5380000000.0,40.29,1.95,USA
TechnipFMC,FTI,5380000000.0,12.06,1.52,UK
Yamana Gold,AUY,5380000000.0,5.6,0.36,Canada
New York Times,NYT,5380000000.0,32.53,1.47,USA
Element Fleet Management,EFN.TO,5370000000.0,13.69,1.65,Canada
SiteOne Landscape Supply,SITE,5360000000.0,119.02,4.06,USA
Acuity Brands,AYI,5360000000.0,167.21,1.24,USA
Worley,WOR.AX,5360000000.0,10.2,0.81,Australia
M&G plc,MNG.L,5360000000.0,2.28,0.16,UK
Western Union,WU,5360000000.0,13.88,1.68,USA
Kinross Gold,KGC,5340000000.0,4.14,0.98,Canada
DT Midstream,DTM,5340000000.0,55.2,0.55,USA
GLP J-REIT,3281.T,5330000000.0,1131.0,0.26,Japan
Hektaş,HEKTS.IS,5320000000.0,2.1,0.96,Turkey
Old National Bank,ONB,5320000000.0,18.17,1.91,USA
Chongqing Rural Commercial Bank,3618.HK,5320000000.0,0.34,0.38,China
Nykaa,NYKAA.NS,5320000000.0,1.87,2.31,India
Huntsman Corporation,HUN,5310000000.0,27.69,2.06,USA
Telus International,TIXT,5310000000.0,19.92,2.95,Canada
CyberArk,CYBR,5310000000.0,130.48,5.2,Israel
BlueScope Steel,BSL.AX,5310000000.0,11.45,0.54,Australia
Ebos Group,EBO.NZ,5300000000.0,27.85,0.5,New Zealand
Stantec,STN,5300000000.0,47.61,1.67,Canada
Ionis Pharmaceuticals,IONS,5300000000.0,37.35,0.62,USA
Itochu Techno-Solutions,4739.T,5300000000.0,22.96,0.49,Japan
Post Holdings,POST,5300000000.0,90.23,0.12,USA
The Weir Group,WEIR.L,5290000000.0,20.4,0.47,UK
The Ensign Group,ENSG,5290000000.0,95.43,2.23,USA
Endeavour Mining,EDV.TO,5290000000.0,21.47,0.07,UK
Madrigal Pharmaceuticals,MDGL,5290000000.0,296.54,9.48,USA
Banco Sabadell,BDSB.F,5290000000.0,0.95,0.29,Spain
monday.com,MNDY,5280000000.0,120.94,7.3,Israel
Somfy,SO.PA,5280000000.0,152.81,0.0,France
Cemig,CIG,5280000000.0,2.08,1.42,Brazil
BWX Technologies,BWXT,5280000000.0,57.91,0.61,USA
Bausch + Lomb,BLCO,5260000000.0,15.0,1.56,Canada
Dai Nippon Printing,7912.T,5260000000.0,19.82,0.11,Japan
AU Small Finance Bank,AUBANK.NS,5260000000.0,7.9,1.8,India
Patanjali Foods,PATANJALI.NS,5260000000.0,14.53,2.98,India
Viper Energy Partners,VNOM,5260000000.0,31.9,2.51,USA
Taiwan High Speed Rail,2633.TW,5250000000.0,0.93,0.52,Taiwan
Clariant,CLN.SW,5250000000.0,15.97,0.4,Switzerland
Norwegian Cruise Line,NCLH,5250000000.0,12.47,2.72,USA
Brunswick Corporation,BC,5240000000.0,72.28,3.6,USA
Smartsheet,SMAR,5230000000.0,39.89,5.72,USA
Primerica,PRI,5230000000.0,141.87,1.73,USA
CTP N.V.,CTPNV.AS,5230000000.0,11.78,0.9,Netherlands
Helmerich & Payne,HP,5230000000.0,49.64,4.57,USA
